Record_ID,Country,Year,Population,Disease_Name,Cases_Reported,Deaths_Reported,Recovered,Vaccination_Coverage_Pct,Healthcare_Expenditure_PctGDP,Urbanization_Rate_Pct,Avg_Temperature_C,Avg_Humidity_Pct
580,Netherlands,2016,16173680,COVID-19,603913,8793,571959,0.0,8.08,51.7,13.1,65.1
581,Netherlands,2017,16028473,Measles,19187,478,17806,80.75,11.81,62.6,21.7,53.7
582,Netherlands,2018,17151914,Ebola,827,334,463,85.34,11.5,46.54,18.6,59.7
583,Netherlands,2019,16905136,Ebola,1412,489,860,64.52,11.54,28.29,17.0,56.1
584,Netherlands,2020,17480867,COVID-19,753077,6526,725250,14.96,11.84,59.29,14.9,58.9
585,Netherlands,2021,17308431,Measles,14138,429,13178,86.85,9.72,32.46,16.8,70.8
586,Netherlands,2022,16897432,Influenza,45189,43,44638,63.49,9.04,30.03,20.1,51.4
587,Netherlands,2023,17200193,Ebola,550,191,358,47.0,9.39,23.12,23.1,72.5
588,Netherlands,2024,17332877,Cholera,26765,712,24910,51.47,8.2,39.73,13.0,67.0
589,Netherlands,2025,17430695,Hepatitis A,11198,5,10642,83.99,9.44,31.49,11.7,56.0
590,Belgium,2007,9618903,Dengue,18577,238,17526,40.87,11.86,52.83,23.5,41.6
591,Belgium,2008,9474515,Cholera,740,10,724,68.52,8.61,56.42,20.0,52.8
592,Belgium,2009,9581509,Malaria,19595,267,18929,69.67,11.05,52.51,12.5,43.5
593,Belgium,2010,9714454,COVID-19,357652,4946,350414,0.0,10.63,36.45,19.2,65.1
594,Belgium,2011,10257538,Ebola,723,131,583,80.15,9.2,51.97,16.9,60.7
595,Belgium,2012,10392108,Zika,2000,1,1981,47.86,8.14,55.76,12.4,51.3
596,Belgium,2013,10480084,Hepatitis A,13806,14,13560,94.82,8.75,35.34,23.1,67.0
597,Belgium,2014,10466959,Ebola,246,67,176,88.03,9.23,39.63,24.8,42.9
598,Belgium,2015,10667088,Zika,4214,1,4204,69.32,10.16,51.22,25.0,45.8
599,Belgium,2016,10358714,Influenza,43689,90,42952,89.55,11.89,60.22,17.0,44.8
600,Belgium,2017,10517195,Measles,15142,416,14007,68.49,11.15,49.07,15.9,46.8
601,Belgium,2018,11083046,COVID-19,83411,731,82253,0.0,10.51,41.2,19.9,50.5
602,Belgium,2019,10962993,Malaria,48456,911,47137,79.04,11.46,41.93,14.4,58.3
603,Belgium,2020,11068188,Malaria,20052,494,19282,53.84,10.03,38.88,22.5,74.4
604,Belgium,2021,11252049,Malaria,32995,763,30797,76.72,8.17,24.85,22.6,62.5
605,Belgium,2022,10963557,Malaria,19860,416,18925,91.71,11.25,48.27,21.7,63.4
606,Belgium,2023,11116213,Dengue,14122,195,13732,83.1,9.3,51.46,19.5,66.9
607,Belgium,2024,11632635,Influenza,24174,43,23856,85.58,8.41,52.49,19.6,51.0
608,Belgium,2025,11739080,Ebola,203,44,154,75.33,9.18,45.2,12.7,61.6
609,Sweden,2007,8570760,Malaria,37503,982,34857,56.17,10.28,23.7,25.0,55.5
610,Sweden,2008,8690796,Dengue,17446,253,16445,66.58,9.76,45.03,25.0,46.7
611,Sweden,2009,9006742,Influenza,44082,115,43262,59.64,11.83,26.05,22.9,74.5
612,Sweden,2010,9095757,Cholera,12799,412,11862,52.32,9.08,57.65,16.9,55.3
613,Sweden,2011,9392005,Hepatitis A,13451,14,12800,80.03,10.85,42.09,20.6,73.0
614,Sweden,2012,9208297,Yellow Fever,668,10,638,28.48,9.43,25.39,24.7,61.5
615,Sweden,2013,9137581,Zika,1473,0,1422,77.69,11.22,37.16,17.1,69.7
616,Sweden,2014,9338583,Influenza,23984,45,23915,73.34,11.93,22.66,15.6,45.9
617,Sweden,2015,9415814,Zika,2530,0,2444,48.51,9.5,27.96,16.6,69.6
618,Sweden,2016,9791060,Influenza,45908,69,45455,45.48,8.77,26.99,19.2,51.8
619,Sweden,2017,9733843,Ebola,841,207,596,90.66,11.24,60.94,20.6,69.4
620,Sweden,2018,9562368,Malaria,43373,638,41377,62.23,9.51,42.07,17.4,51.3
621,Sweden,2019,9785681,Ebola,308,77,222,80.66,10.14,22.12,14.5,46.6
622,Sweden,2020,10195236,Zika,4901,0,4884,51.2,8.83,48.82,10.2,72.3
623,Sweden,2021,9867496,Cholera,18306,262,17496,74.2,9.03,61.5,20.2,64.9
624,Sweden,2022,10432775,Measles,6462,142,6193,84.36,9.8,49.83,13.3,62.3
625,Sweden,2023,10483018,Malaria,28158,429,26658,61.72,11.54,29.1,11.3,69.6
626,Sweden,2024,10715448,Cholera,17673,218,16928,42.26,11.73,54.51,12.8,47.4
627,Sweden,2025,10203759,COVID-19,493392,5525,479581,95.0,8.1,39.82,22.7,61.1
628,Norway,2007,4299304,Measles,3556,50,3465,73.34,10.25,56.62,21.5,44.2
629,Norway,2008,4313498,Cholera,4124,77,3996,93.91,10.55,41.56,23.5,55.9
630,Norway,2009,4424306,COVID-19,304315,4063,285227,0.0,8.5,48.19,13.1,54.2
631,Norway,2010,4513483,Yellow Fever,535,31,484,14.54,9.85,58.81,21.9,53.1
632,Norway,2011,4473315,Measles,5294,113,5045,66.31,9.77,51.23,15.8,63.3
633,Norway,2012,4667458,Measles,1069,24,1005,78.57,10.51,21.59,11.5,42.3
634,Norway,2013,4764953,Dengue,750,7,712,66.13,10.81,33.04,11.5,59.7
635,Norway,2014,4602392,Influenza,13295,35,13196,42.17,11.52,41.28,17.2,66.8
636,Norway,2015,4848084,Hepatitis A,8580,5,8518,56.51,9.57,26.73,24.9,67.7
637,Norway,2016,4753210,Cholera,5732,71,5581,68.62,11.66,42.03,23.6,41.8
638,Norway,2017,4783974,Cholera,9473,101,9101,56.65,8.8,41.16,15.8,64.3
639,Norway,2018,4853142,Measles,2413,56,2247,62.97,10.66,34.34,17.6,44.0
640,Norway,2019,4833777,Influenza,4195,6,4157,74.44,11.49,40.73,23.1,67.5
641,Norway,2020,4866849,Malaria,22428,428,21299,50.6,11.27,51.87,17.4,64.7
642,Norway,2021,5103376,Ebola,299,91,207,50.29,9.29,64.64,12.4,62.2
643,Norway,2022,5073655,Hepatitis A,1568,1,1529,89.65,8.24,54.0,16.5,63.6
644,Norway,2023,5227006,Ebola,138,47,88,67.48,11.05,34.11,25.0,46.7
645,Norway,2024,5262604,Hepatitis A,7707,8,7334,88.03,11.15,37.17,23.1,45.2
646,Norway,2025,5346921,COVID-19,124722,1828,119469,95.0,9.95,52.57,16.5,73.2
647,Finland,2007,4880716,Influenza,23457,55,22662,58.62,9.24,47.83,19.2,61.0
648,Finland,2008,4946792,Zika,825,0,813,90.37,11.89,55.41,18.3,60.2
649,Finland,2009,5048644,COVID-19,181928,2525,175909,0.0,8.59,34.47,17.9,56.2
650,Finland,2010,4946089,Measles,5643,116,5306,93.48,9.94,34.14,23.2,47.0
651,Finland,2011,5058314,Cholera,2015,31,1970,41.39,10.61,54.31,11.2,56.3
652,Finland,2012,5043203,Influenza,8211,8,8182,57.96,9.91,26.38,22.5,53.1
653,Finland,2013,5174988,Dengue,4153,26,4114,43.73,8.61,43.53,24.1,48.2
654,Finland,2014,5130936,COVID-19,221396,1401,209906,0.0,9.04,30.77,19.7,59.5
655,Finland,2015,5295006,Dengue,5332,51,5204,41.29,10.86,38.67,11.0,47.0
656,Finland,2016,5311630,Dengue,322,2,312,68.1,8.64,29.07,19.1,51.7
657,Finland,2017,5303856,COVID-19,393551,2755,375846,0.0,10.94,33.44,20.3,47.5
658,Finland,2018,5346642,Hepatitis A,3606,2,3475,79.6,9.83,37.58,21.3,72.2
659,Finland,2019,5375408,Ebola,480,107,364,71.25,8.64,22.41,13.2,46.7
660,Finland,2020,5458030,Yellow Fever,1287,31,1216,38.1,11.17,59.61,24.0,46.1
661,Finland,2021,5466609,Malaria,15946,167,15383,85.67,9.65,63.78,18.7,41.5
662,Finland,2022,5737250,Malaria,20318,207,19539,87.13,10.24,51.63,21.9,65.0
663,Finland,2023,5526717,Dengue,4244,39,4127,94.09,11.07,26.64,20.1,71.1
664,Finland,2024,5881761,Zika,2558,1,2432,47.98,9.37,48.47,21.2,69.8
665,Finland,2025,5890244,Hepatitis A,11150,16,11043,52.47,10.84,35.07,11.8,65.6
666,Denmark,2007,5064124,COVID-19,425818,5168,401634,0.0,11.88,56.0,17.4,72.1
667,Denmark,2008,5118212,Measles,228,4,214,74.77,9.43,38.14,20.5,50.5
668,Denmark,2009,5137474,Yellow Fever,1205,82,1078,30.79,9.69,46.42,23.2,73.2
669,Denmark,2010,5212849,Ebola,321,66,246,65.81,9.29,44.87,20.6,55.8
670,Denmark,2011,5147351,Hepatitis A,9500,13,9464,72.21,10.79,42.1,23.5,50.3
671,Denmark,2012,5388699,Influenza,26010,38,25579,52.29,11.46,46.26,17.4,65.0
672,Denmark,2013,5292655,Malaria,24722,262,23875,55.34,10.23,39.0,11.0,49.2
673,Denmark,2014,5466194,COVID-19,73305,1068,69832,0.0,10.33,25.21,10.6,47.1
674,Denmark,2015,5585211,Measles,5645,157,5262,66.6,9.9,41.54,11.5,53.6
675,Denmark,2016,5430192,Zika,1694,0,1615,85.54,9.63,53.86,10.6,51.2
676,Denmark,2017,5687402,Yellow Fever,1751,109,1629,23.96,9.15,54.79,16.5,41.1
677,Denmark,2018,5755472,Malaria,22346,639,20752,65.85,9.95,54.08,22.6,60.6
678,Denmark,2019,5778823,Zika,708,0,698,68.24,9.25,60.76,23.6,59.8
679,Denmark,2020,5692762,COVID-19,57320,677,54601,10.53,8.82,40.82,17.8,44.1
680,Denmark,2021,5754571,Measles,4323,46,4147,68.84,11.87,56.59,24.8,40.1
681,Denmark,2022,5829539,Cholera,9516,106,9202,57.22,8.56,25.53,21.4,74.8
682,Denmark,2023,5895917,Dengue,6539,78,6371,63.64,8.92,47.82,18.6,49.3
683,Denmark,2024,5940032,Zika,483,1,459,84.53,8.5,31.08,16.1,48.5
684,Denmark,2025,5976456,Hepatitis A,988,3,964,80.65,9.54,47.68,15.7,58.9
685,Greece,2007,9499454,Measles,7316,188,6879,65.89,4.02,29.81,15.3,49.6
686,Greece,2008,9427020,Measles,9201,107,8894,75.59,4.12,39.68,15.2,49.4
687,Greece,2009,9399929,Measles,11960,137,11408,61.75,2.4,61.94,16.8,50.3
688,Greece,2010,9928325,Yellow Fever,3233,103,3042,37.68,6.47,30.63,22.1,46.8
689,Greece,2011,9549520,Malaria,8465,256,7885,68.23,2.1,42.7,10.9,44.7
690,Greece,2012,10086724,Dengue,5210,31,4923,47.47,3.44,43.8,17.3,66.4
691,Greece,2013,9922537,Zika,2614,0,2549,84.27,3.03,46.99,15.5,50.4
692,Greece,2014,10008864,Hepatitis A,15291,7,14678,61.8,2.71,60.52,23.6,48.9
693,Greece,2015,10159428,Yellow Fever,4779,205,4418,17.34,4.99,35.96,17.7,56.7
694,Greece,2016,10178504,Ebola,498,124,366,73.71,3.73,34.69,15.5,68.0
695,Greece,2017,10346929,Hepatitis A,7875,10,7692,79.74,3.34,26.4,23.7,43.3
696,Greece,2018,10313099,Yellow Fever,4588,136,4225,6.54,2.19,52.73,21.8,47.7
697,Greece,2019,10589916,Influenza,47523,108,46630,76.57,4.63,50.05,22.5,60.6
698,Greece,2020,10878666,Measles,15295,410,14688,88.84,4.78,58.0,13.3,73.5
699,Greece,2021,11083260,Ebola,672,231,410,43.13,4.03,39.45,16.2,74.2
700,Greece,2022,10665044,COVID-19,217624,1796,211728,65.83,2.41,55.83,10.1,58.9
701,Greece,2023,11311538,Ebola,1015,310,672,44.81,2.83,33.94,11.5,74.9
702,Greece,2024,11210865,Malaria,10850,170,10645,73.34,3.3,48.96,20.5,43.4
703,Greece,2025,11099857,Hepatitis A,9139,18,8759,86.59,5.33,29.47,16.9,64.6
704,Portugal,2007,9097837,Dengue,2469,14,2376,91.84,4.76,46.45,24.1,47.3
705,Portugal,2008,9066253,Ebola,430,148,273,84.87,5.73,51.83,19.9,73.5
706,Portugal,2009,9057071,Hepatitis A,8843,8,8746,49.93,2.19,20.42,15.4,52.0
707,Portugal,2010,9046253,Hepatitis A,16279,27,15754,73.67,4.17,62.74,22.0,55.9
708,Portugal,2011,9439620,Hepatitis A,17078,17,16864,57.33,4.95,40.22,14.5,62.8
709,Portugal,2012,9608003,Dengue,11258,158,10799,89.47,6.7,20.74,23.0,65.6
710,Portugal,2013,9701133,Measles,11311,265,11038,75.03,3.64,31.05,17.2,43.5
711,Portugal,2014,9582155,Measles,5227,64,5123,64.25,6.69,62.91,11.0,67.0
712,Portugal,2015,9572756,Measles,6708,101,6477,66.63,6.72,52.64,23.7,61.7
713,Portugal,2016,9697537,Malaria,25442,281,24510,84.65,3.06,28.56,19.6,67.1
714,Portugal,2017,10143826,Malaria,47068,962,46066,76.55,3.86,35.24,21.2,40.3
715,Portugal,2018,9845769,COVID-19,206579,2773,200532,0.0,3.56,57.0,14.4,70.1
716,Portugal,2019,10298872,Dengue,20772,270,20080,41.44,3.43,28.31,11.4,44.8
717,Portugal,2020,10517270,Zika,1188,1,1155,69.77,6.3,56.52,18.2,60.2
718,Portugal,2021,10435686,Zika,260,0,253,45.88,4.38,41.12,15.4,59.0
719,Portugal,2022,10784199,Measles,14757,213,14000,88.78,5.41,30.74,16.1,63.8
720,Portugal,2023,10758452,Measles,9933,185,9461,69.43,5.08,60.03,20.6,48.9
721,Portugal,2024,11025501,Hepatitis A,1011,0,974,80.22,5.42,25.98,13.3,73.6
722,Portugal,2025,10637174,Hepatitis A,20793,23,20231,55.13,5.32,58.6,12.2,53.6
723,Czech Republic,2007,9603702,Cholera,8442,162,8194,46.07,3.44,32.76,12.7,66.9
724,Czech Republic,2008,9512566,Ebola,345,114,231,52.89,4.43,29.85,24.2,57.8
725,Czech Republic,2009,9717975,Influenza,13806,21,13227,81.68,5.34,45.02,19.2,68.0
726,Czech Republic,2010,9760683,Zika,916,0,882,53.81,6.02,46.38,19.4,63.4
727,Czech Republic,2011,9699428,Hepatitis A,8241,9,7948,45.68,6.48,30.41,23.0,47.2
728,Czech Republic,2012,10022739,Yellow Fever,1875,65,1784,23.55,4.25,29.41,15.1,48.3
729,Czech Republic,2013,9830571,Malaria,36841,736,34278,83.76,6.44,24.5,17.6,48.0
730,Czech Republic,2014,10035798,Hepatitis A,3508,2,3377,80.28,2.98,29.41,12.0,56.1
731,Czech Republic,2015,9957429,Ebola,141,33,108,60.6,4.67,50.8,23.4,43.8
732,Czech Republic,2016,10068864,Influenza,41294,92,39170,88.75,2.79,64.87,18.0,59.9
733,Czech Republic,2017,10454448,Ebola,452,159,274,46.34,5.47,60.54,13.4,64.5
734,Czech Republic,2018,10422838,Malaria,36790,752,35902,69.65,2.42,43.63,11.4,49.1
735,Czech Republic,2019,10389579,Zika,391,2,375,57.7,2.82,32.43,22.7,41.0
736,Czech Republic,2020,10876745,Dengue,15218,198,14686,89.19,5.24,22.58,19.5,73.9
737,Czech Republic,2021,11123690,Dengue,7311,80,7127,68.72,5.84,26.78,22.4,50.1
738,Czech Republic,2022,10793332,Hepatitis A,2043,3,2012,48.25,3.89,25.53,16.2,67.9
739,Czech Republic,2023,10906244,Zika,298,0,286,70.7,5.09,55.39,10.3,61.9
740,Czech Republic,2024,10843529,Zika,33,0,32,49.76,6.74,42.43,24.0,58.0
741,Czech Republic,2025,11035072,Yellow Fever,3623,215,3353,11.9,2.1,59.58,21.3,44.6
742,Romania,2007,16555356,Zika,7900,3,7552,50.26,5.94,52.45,15.5,59.0
743,Romania,2008,17599693,Influenza,8939,20,8574,80.19,3.84,45.02,17.5,46.2
744,Romania,2009,17789450,Measles,1112,12,1058,72.43,6.14,31.6,14.7,64.8
745,Romania,2010,17793563,Yellow Fever,1150,44,1067,19.7,2.67,48.98,25.0,41.4
746,Romania,2011,17883254,Yellow Fever,3499,204,3144,35.67,2.05,28.32,22.3,74.9
747,Romania,2012,17646336,Dengue,15210,202,14555,92.82,6.54,61.25,23.2,63.8
748,Romania,2013,18316933,Yellow Fever,7012,322,6523,33.52,4.93,54.04,16.1,46.0
749,Romania,2014,18297727,Influenza,42109,68,41184,81.09,6.15,48.37,21.7,51.8
750,Romania,2015,18284696,Ebola,1741,248,1416,59.87,3.99,47.33,22.3,66.7
751,Romania,2016,18497543,Yellow Fever,3345,167,3097,33.9,4.12,45.26,23.5,61.7
752,Romania,2017,18496812,Zika,2292,1,2207,69.07,4.04,29.54,19.7,61.5
753,Romania,2018,19109318,Malaria,66187,722,62171,94.55,4.91,27.45,21.3,64.7
754,Romania,2019,19018034,Hepatitis A,29040,43,28867,68.72,2.73,55.26,18.7,62.3
755,Romania,2020,19103549,Hepatitis A,7272,9,6966,56.19,2.71,63.61,16.1,59.6
756,Romania,2021,19726538,Dengue,38915,532,36974,68.6,3.1,50.16,19.0,52.7
757,Romania,2022,19711801,Cholera,32190,931,30348,63.88,2.15,56.21,21.8,54.2
758,Romania,2023,19463186,COVID-19,567171,7501,534650,95.0,6.04,34.12,15.1,72.3
759,Romania,2024,19712560,Malaria,53019,1056,51370,40.36,6.26,39.54,15.9,71.0
760,Romania,2025,19818093,Malaria,38438,655,37676,75.66,2.4,48.34,11.1,65.8
761,Bulgaria,2007,6251627,Dengue,10924,149,10535,72.94,3.95,22.62,24.1,71.0
762,Bulgaria,2008,6179212,Yellow Fever,1896,69,1761,24.07,5.85,31.86,16.0,58.3
763,Bulgaria,2009,6451312,Zika,3015,1,2875,65.53,3.02,64.82,23.6,63.7
764,Bulgaria,2010,6147075,Malaria,23132,342,22705,76.73,3.48,31.91,10.7,73.6
765,Bulgaria,2011,6262457,Hepatitis A,1323,1,1315,47.8,4.32,55.59,20.0,46.0
766,Bulgaria,2012,6593912,Influenza,29410,57,28273,67.02,5.66,47.29,13.5,54.9
767,Bulgaria,2013,6544445,Cholera,8879,209,8409,79.56,4.14,50.63,24.9,55.9
768,Bulgaria,2014,6767692,Dengue,3509,25,3374,58.03,2.8,64.65,20.2,63.1
769,Bulgaria,2015,6675874,Dengue,5985,61,5635,81.52,6.77,45.09,18.0,63.9
770,Bulgaria,2016,6770840,Cholera,2099,45,1998,93.63,4.99,51.11,17.6,50.2
771,Bulgaria,2017,6837177,Influenza,19268,17,18621,45.04,6.62,30.59,18.2,55.7
772,Bulgaria,2018,6972870,Ebola,435,123,304,48.25,5.12,61.19,17.6,65.1
773,Bulgaria,2019,6776618,Influenza,33748,28,33633,54.81,2.15,60.26,15.4,74.8
774,Bulgaria,2020,6929388,Yellow Fever,2585,126,2400,15.76,2.7,57.19,19.2,46.5
775,Bulgaria,2021,6914360,Cholera,5367,100,5223,44.38,5.4,34.75,18.0,51.8
776,Bulgaria,2022,7331367,Ebola,410,128,263,45.84,5.55,36.62,10.4,62.6
777,Bulgaria,2023,7162896,Zika,1140,0,1090,85.34,2.37,57.46,23.7,61.0
778,Bulgaria,2024,7293643,Influenza,10421,16,10350,80.09,3.83,59.87,22.3,56.7
779,Bulgaria,2025,7488969,Zika,1111,2,1066,49.75,3.91,43.81,25.0,64.4
780,Ukraine,2007,37640830,Zika,6550,0,6442,84.5,6.05,39.27,10.9,51.4
781,Ukraine,2008,39732575,Hepatitis A,43101,27,41807,93.05,5.98,34.28,20.7,61.5
782,Ukraine,2009,38975731,Influenza,19511,17,18871,72.25,6.39,23.27,13.5,62.5
783,Ukraine,2010,40713289,Malaria,1503,33,1431,61.07,4.93,64.78,17.4,57.5
784,Ukraine,2011,41193764,Cholera,33795,497,31694,43.83,3.09,56.61,20.6,68.3
785,Ukraine,2012,39878516,Malaria,40199,588,39084,48.81,5.59,40.84,10.4,45.8
786,Ukraine,2013,41547254,Ebola,2307,375,1867,41.8,2.71,24.06,22.3,69.9
787,Ukraine,2014,41842135,Ebola,723,168,530,51.95,4.82,46.21,12.8,69.3
788,Ukraine,2015,41041963,Dengue,48419,535,47312,70.29,3.18,27.5,19.8,64.6
789,Ukraine,2016,43185539,Cholera,22898,425,22191,41.08,3.66,58.94,18.7,73.4
790,Ukraine,2017,43282573,Ebola,306,102,197,68.99,4.49,25.06,17.4,71.3
791,Ukraine,2018,44300816,COVID-19,1863401,12963,1846930,0.0,2.22,54.24,17.3,68.4
792,Ukraine,2019,43579818,Ebola,804,121,650,81.28,6.99,54.59,13.0,49.7
793,Ukraine,2020,43703926,Measles,30469,877,29450,87.26,5.21,27.54,23.9,73.0
794,Ukraine,2021,43353375,COVID-19,2905676,29092,2788151,36.15,3.99,48.5,21.0,44.0
795,Ukraine,2022,45387426,Influenza,108710,104,107624,46.65,5.61,40.09,20.8,63.2
796,Ukraine,2023,46509376,Zika,15312,10,14681,82.72,2.52,54.4,14.2,43.5
797,Ukraine,2024,45946975,Measles,39971,1046,38538,89.64,6.97,35.75,15.7,67.7
798,Ukraine,2025,45452602,Dengue,61287,578,59609,57.97,3.83,33.81,23.9,47.4
799,Belarus,2007,8048787,Dengue,12044,81,11590,64.37,5.61,23.84,16.4,60.7
800,Belarus,2008,8155069,Yellow Fever,3509,220,3239,9.99,2.62,47.73,23.6,54.2
801,Belarus,2009,8561132,Ebola,297,105,189,86.29,2.68,56.45,16.9,40.1
802,Belarus,2010,8647123,Dengue,13832,76,13645,68.4,4.72,43.26,22.2,63.5
803,Belarus,2011,8642623,Ebola,78,13,62,84.71,3.44,63.65,24.3,57.2
804,Belarus,2012,8511457,Cholera,3043,31,2994,40.3,2.99,50.2,23.1,47.0
805,Belarus,2013,8930555,Yellow Fever,1529,111,1417,2.3,3.33,38.67,11.5,73.8
806,Belarus,2014,8625597,Hepatitis A,13084,18,12530,70.96,5.5,51.84,20.4,60.1
807,Belarus,2015,9210741,COVID-19,475744,5366,446836,0.0,5.19,49.16,13.0,60.7
808,Belarus,2016,8969379,Malaria,13086,194,12779,57.73,2.92,53.16,24.5,63.4
809,Belarus,2017,9161024,Hepatitis A,2683,3,2674,65.34,6.52,57.99,11.6,54.4
810,Belarus,2018,9302837,Influenza,12627,19,12285,67.75,6.97,46.31,23.5,71.4
811,Belarus,2019,9565208,Malaria,25498,753,24358,47.6,5.79,40.31,23.2,52.5
812,Belarus,2020,9249489,Zika,1910,0,1831,49.89,2.94,45.35,14.5,54.1
813,Belarus,2021,9500208,Malaria,39147,1165,36162,66.24,5.18,32.02,18.8,48.0
814,Belarus,2022,9756058,Malaria,20549,435,19772,60.76,2.54,61.9,18.7,70.1
815,Belarus,2023,9766181,Yellow Fever,1205,61,1126,2.59,2.06,45.24,11.5,45.0
816,Belarus,2024,9630936,COVID-19,495913,2691,482414,95.0,3.98,26.81,24.8,58.5
817,Belarus,2025,9834986,Hepatitis A,15082,16,14452,94.92,6.37,52.16,11.6,47.5
818,Kazakhstan,2007,16361989,Yellow Fever,6605,269,6237,5.79,2.62,24.38,14.8,41.1
819,Kazakhstan,2008,16457409,Cholera,15620,326,14847,70.06,2.21,44.35,23.6,40.1
820,Kazakhstan,2009,16902604,Yellow Fever,7029,474,6364,24.66,4.69,56.21,13.7,74.1
821,Kazakhstan,2010,17069995,Yellow Fever,5044,155,4856,23.96,2.9,58.02,21.7,74.8
822,Kazakhstan,2011,17067360,Cholera,2749,44,2662,62.59,5.55,25.66,17.7,49.1
823,Kazakhstan,2012,17235422,COVID-19,527112,6289,513603,0.0,6.52,58.77,19.2,55.1
824,Kazakhstan,2013,17839345,Yellow Fever,6898,445,6347,12.76,3.1,55.16,22.1,41.0
825,Kazakhstan,2014,18010356,Influenza,35648,66,34964,90.89,2.05,61.94,16.4,69.9
826,Kazakhstan,2015,17666585,Malaria,70423,785,69016,79.0,2.5,36.76,24.6,57.6
827,Kazakhstan,2016,18084933,Measles,539,7,509,66.05,4.98,62.38,16.7,67.5
828,Kazakhstan,2017,17998785,Dengue,5674,32,5434,88.65,3.71,39.35,20.4,65.5
829,Kazakhstan,2018,18489396,Zika,7061,3,6931,81.38,6.75,22.12,20.1,55.0
830,Kazakhstan,2019,18373973,Measles,2228,53,2090,85.58,4.46,62.3,21.0,74.4
831,Kazakhstan,2020,19108568,Ebola,1651,267,1378,66.11,5.57,49.48,10.9,69.6
832,Kazakhstan,2021,19514707,Hepatitis A,32769,23,31282,58.21,3.15,33.75,10.5,72.2
833,Kazakhstan,2022,19425453,Malaria,46552,707,44850,85.42,3.05,44.08,15.4,42.3
834,Kazakhstan,2023,19311940,Hepatitis A,20855,28,20293,54.05,4.69,37.37,19.3,60.3
835,Kazakhstan,2024,19887807,Hepatitis A,33418,28,32966,52.79,6.05,58.78,24.8,58.9
836,Kazakhstan,2025,19373723,Yellow Fever,2207,120,2027,1.2,6.6,27.07,23.2,47.4
837,Uzbekistan,2007,30076736,Influenza,139107,275,136148,63.87,2.57,60.95,17.6,62.1
838,Uzbekistan,2008,30672606,Zika,11171,3,10990,53.42,6.72,46.53,21.3,67.5
839,Uzbekistan,2009,31116062,Measles,40253,1009,39210,89.24,4.02,28.21,15.6,68.5
840,Uzbekistan,2010,31124893,COVID-19,2384791,33936,2315192,0.0,2.43,24.06,22.6,74.8
841,Uzbekistan,2011,30335284,Cholera,49626,1078,48066,63.08,3.01,44.93,15.7,65.4
842,Uzbekistan,2012,30937514,Hepatitis A,42077,49,40384,44.0,2.15,56.13,16.4,52.7
843,Uzbekistan,2013,32658392,Malaria,97386,2077,91263,50.27,2.07,64.0,18.3,40.2
844,Uzbekistan,2014,31520493,Hepatitis A,9013,6,8736,83.12,2.48,50.28,22.5,59.3
845,Uzbekistan,2015,32955540,Measles,29794,865,27613,85.24,3.83,61.23,11.6,59.4
846,Uzbekistan,2016,33523046,Measles,29117,918,28127,82.12,3.1,51.69,15.1,49.6
847,Uzbekistan,2017,32619137,Dengue,10089,64,9763,91.99,6.08,28.22,20.3,65.1
848,Uzbekistan,2018,34519207,Cholera,64410,1611,62609,46.39,3.86,20.05,12.7,56.2
849,Uzbekistan,2019,34180232,Malaria,73291,874,70723,84.53,4.97,50.62,10.1,56.9
850,Uzbekistan,2020,34351853,Malaria,122130,3240,116786,72.73,3.4,41.25,11.7,69.3
851,Uzbekistan,2021,35149313,Malaria,25107,294,24372,70.88,5.05,29.98,12.7,56.4
852,Uzbekistan,2022,35686304,Measles,44178,1328,41889,86.09,4.24,46.47,13.3,65.1
853,Uzbekistan,2023,36147396,Measles,12450,166,12255,71.69,4.23,40.0,14.2,41.8
854,Uzbekistan,2024,35237532,COVID-19,29155,325,28379,95.0,6.95,24.58,13.5,73.3
855,Uzbekistan,2025,35960741,Malaria,107926,2453,103282,74.15,6.6,34.18,23.8,49.4
856,Pakistan,2007,199084194,Malaria,663999,16512,624260,42.79,3.6,35.18,22.9,72.6
857,Pakistan,2008,197050759,COVID-19,5177161,49683,4984914,0.0,6.65,51.87,18.8,52.8
858,Pakistan,2009,199160295,Dengue,331850,2044,325203,46.93,2.16,29.65,10.7,61.4
859,Pakistan,2010,199674115,Measles,101596,1485,98213,79.85,2.73,36.26,11.1,42.1
860,Pakistan,2011,202091446,Ebola,14326,4251,9902,66.34,3.34,50.61,20.7,73.5
861,Pakistan,2012,200593931,Cholera,90477,1334,86280,85.56,2.36,29.56,15.7,48.9
862,Pakistan,2013,200344233,Yellow Fever,14897,428,13920,1.28,2.2,60.28,16.3,63.7
863,Pakistan,2014,208956116,COVID-19,14277576,72138,13565528,0.0,3.67,63.89,23.7,51.7
864,Pakistan,2015,215376327,Hepatitis A,410059,311,395990,88.53,5.99,59.81,12.1,53.0
865,Pakistan,2016,208318451,Zika,23484,9,23254,78.52,2.84,49.12,19.1,63.1
866,Pakistan,2017,218787608,Malaria,572480,9964,546766,44.49,4.94,34.08,21.2,64.2
867,Pakistan,2018,218133184,Ebola,17027,2457,13737,73.48,2.77,60.89,17.2,46.0
868,Pakistan,2019,223852547,Zika,61894,36,59923,86.13,3.14,49.81,12.3,48.8
